area_type,availability,location,bhk,total_sqft,bath,balcony,price,price_per_sqft,sqft_per_bhk
Built-up  Area,Ready To Move,banashankari stage iii,4,2100.0,3.0,1.0,147.0,7000.0,525.0
Super built-up  Area,Ready To Move,sarjapur  road,2,1150.0,2.0,1.0,48.5,4217.391304347826,575.0
Super built-up  Area,Ready To Move,raja rajeshwari nagar,3,1500.0,3.0,2.0,88.0,5866.666666666667,500.0
Super built-up  Area,Ready To Move,malleshwaram,3,2400.0,3.0,2.0,380.0,15833.333333333334,800.0
Plot  Area,Ready To Move,hrbr layout,3,1200.0,3.0,2.0,240.0,20000.0,400.0
Super built-up  Area,Ready To Move,kothanur,3,1790.0,3.0,2.0,105.0,5865.921787709497,596.6666666666666
Super built-up  Area,Ready To Move,ramagondanahalli,2,1125.0,2.0,2.0,75.0,6666.666666666667,562.5
Super built-up  Area,18-Dec,hennur,3,1830.5,3.0,0.0,84.205,4600.109259765091,610.1666666666666
Super built-up  Area,Ready To Move,marathahalli,2,1100.0,2.0,1.0,50.0,4545.454545454545,550.0
Built-up  Area,Ready To Move,banaswadi,2,1105.0,2.0,2.0,57.0,5158.371040723982,552.5
Super built-up  Area,Ready To Move,thanisandra,2,1110.0,2.0,2.0,46.5,4189.189189189189,555.0
Super built-up  Area,Ready To Move,dasanapura,1,708.0,1.0,1.0,41.0,5790.960451977401,708.0
Super built-up  Area,Ready To Move,kudlu,2,1027.0,2.0,2.0,44.0,4284.323271665044,513.5
Super built-up  Area,Ready To Move,thigalarapalya,4,3122.0,6.0,2.0,250.0,8007.687379884689,780.5
Super built-up  Area,Ready To Move,sarjapur  road,2,1205.0,2.0,2.0,37.0,3070.539419087137,602.5
Super built-up  Area,Ready To Move,5th phase jp nagar,3,1450.0,2.0,2.0,73.0,5034.482758620689,483.3333333333333
Built-up  Area,Ready To Move,dasarahalli,2,1200.0,2.0,2.0,42.0,3500.0,600.0
Super built-up  Area,Ready To Move,kalena agrahara,3,1837.0,2.0,2.0,95.0,5171.475231355471,612.3333333333334
Super built-up  Area,18-Dec,whitefield,2,1346.0,2.0,1.0,76.01,5647.102526002973,673.0
Built-up  Area,Ready To Move,balagere,2,1012.0,2.0,1.0,68.0,6719.367588932806,506.0
Super built-up  Area,Ready To Move,kaggadasapura,3,1500.0,2.0,2.0,60.0,4000.0,500.0
Super built-up  Area,Ready To Move,harlur,2,1197.0,2.0,1.0,79.9,6675.020885547202,598.5
Super built-up  Area,18-Sep,chandapura,3,1230.0,2.0,2.0,31.37,2550.4065040650407,410.0
Super built-up  Area,Ready To Move,btm 2nd stage,2,1100.0,2.0,2.0,47.0,4272.727272727273,550.0
Super built-up  Area,Ready To Move,hebbal kempapura,4,3729.0,4.0,2.0,384.0,10297.666934835077,932.25
Plot  Area,Ready To Move,sarjapur  road,3,1600.0,3.0,1.0,120.0,7500.0,533.3333333333334
Super built-up  Area,Ready To Move,green glen layout,3,1715.0,3.0,3.0,120.0,6997.084548104956,571.6666666666666
Built-up  Area,Ready To Move,bannerghatta road,4,2400.0,4.0,1.0,180.0,7500.0,600.0
Super built-up  Area,18-Jul,ramagondanahalli,2,1151.0,2.0,2.0,42.5,3692.44135534318,575.5
Built-up  Area,Ready To Move,uttarahalli,2,1123.0,2.0,2.0,60.0,5342.831700801425,561.5
Super built-up  Area,20-Jan,whitefield,2,1276.0,2.0,1.0,69.5,5446.7084639498435,638.0
Super built-up  Area,Ready To Move,yelahanka,2,1315.0,2.0,3.0,77.0,5855.513307984791,657.5
Super built-up  Area,Ready To Move,poorna pragna layout,3,1270.0,2.0,2.0,50.79,3999.212598425197,423.3333333333333
Super built-up  Area,Ready To Move,r.t. nagar,2,1325.0,2.0,2.0,52.0,3924.5283018867926,662.5
Super built-up  Area,18-Apr,varthur,3,1600.0,3.0,2.0,63.2,3950.0,533.3333333333334
Super built-up  Area,Ready To Move,jakkur,3,1660.0,3.0,2.0,104.0,6265.060240963855,553.3333333333334
Super built-up  Area,Ready To Move,kodichikkanahalli,2,1299.0,2.0,3.0,58.0,4464.973056197075,649.5
Super built-up  Area,Ready To Move,haralur road,2,953.0,2.0,1.0,90.0,9443.861490031479,476.5
Super built-up  Area,Ready To Move,gunjur,2,1457.0,2.0,3.0,60.0,4118.050789293068,728.5
Super built-up  Area,18-May,varthur,2,1000.0,1.0,1.0,65.0,6500.0,500.0
Built-up  Area,Ready To Move,mallasandra,3,1100.0,2.0,3.0,76.3,6936.363636363636,366.6666666666667
Super built-up  Area,Ready To Move,yelahanka,3,1075.0,2.0,1.0,33.53,3119.0697674418607,358.3333333333333
Super built-up  Area,Ready To Move,kanakpura road,3,1450.0,3.0,3.0,51.0,3517.2413793103447,483.3333333333333
Super built-up  Area,Ready To Move,iblur village,5,5515.0,6.0,2.0,425.0,7706.255666364461,1103.0
Super built-up  Area,Ready To Move,bellandur,1,950.0,1.0,1.0,40.0,4210.526315789473,950.0
Super built-up  Area,Ready To Move,hennur road,2,1140.0,2.0,2.0,56.0,4912.2807017543855,570.0
Super built-up  Area,Ready To Move,yelahanka,3,1430.0,3.0,1.0,61.0,4265.734265734266,476.6666666666667
Super built-up  Area,Ready To Move,lakshminarayana pura,3,1615.0,3.0,2.0,150.0,9287.925696594428,538.3333333333334
Super built-up  Area,Ready To Move,kalena agrahara,2,1180.0,2.0,2.0,85.0,7203.389830508475,590.0
Built-up  Area,Ready To Move,bellandur,2,850.0,2.0,1.0,45.0,5294.117647058823,425.0
Super built-up  Area,Ready To Move,kothanur,2,1130.0,2.0,2.0,55.0,4867.256637168141,565.0
Super built-up  Area,Ready To Move,cv raman nagar,2,907.0,2.0,2.0,38.0,4189.636163175303,453.5
Built-up  Area,Ready To Move,hrbr layout,2,1300.0,2.0,3.0,90.0,6923.076923076923,650.0
Super built-up  Area,Ready To Move,hennur road,3,1891.0,3.0,1.0,110.0,5817.028027498678,630.3333333333334
Super built-up  Area,Ready To Move,hennur road,3,1735.0,3.0,3.0,78.0,4495.677233429395,578.3333333333334
Super built-up  Area,Ready To Move,bisuvanahalli,3,1075.0,2.0,1.0,33.0,3069.767441860465,358.3333333333333
Super built-up  Area,Ready To Move,uttarahalli,3,1590.0,3.0,2.0,57.0,3584.9056603773583,530.0
Built-up  Area,Ready To Move,devanahalli,2,1010.0,2.0,1.0,58.0,5742.574257425743,505.0
Super built-up  Area,Ready To Move,electronic city,2,1221.0,2.0,2.0,68.0,5569.205569205569,610.5
Plot  Area,Ready To Move,banashankari,4,2400.0,4.0,3.0,470.0,19583.333333333332,600.0
Super built-up  Area,22-Jun,hoodi,2,1108.0,2.0,1.0,87.48,7895.306859205776,554.0
Super built-up  Area,18-Apr,sarjapur  road,2,1370.0,2.0,1.0,70.0,5109.489051094891,685.0
Super built-up  Area,Ready To Move,banashankari stage v,2,920.0,2.0,1.0,41.5,4510.869565217391,460.0
Super built-up  Area,18-May,bhoganhalli,2,1277.0,2.0,1.0,79.89,6256.068911511355,638.5
Super built-up  Area,18-May,horamavu agara,2,1213.0,2.0,2.0,38.1,3140.9727947238252,606.5
Super built-up  Area,Ready To Move,singasandra,3,1653.0,3.0,2.0,85.0,5142.165759225651,551.0
Plot  Area,Ready To Move,sarjapur,4,2400.0,3.0,3.0,140.0,5833.333333333333,600.0
Plot  Area,Ready To Move,kothanur,4,1600.0,4.0,3.0,250.0,15625.0,400.0
Super built-up  Area,Ready To Move,electronics city phase 1,3,1321.0,2.0,0.0,40.0,3028.009084027252,440.3333333333333
Super built-up  Area,Ready To Move,kanakpura road,3,1570.0,3.0,2.0,68.0,4331.210191082802,523.3333333333334
Super built-up  Area,20-Jan,badavala nagar,2,1274.0,2.0,1.0,90.0,7064.36420722135,637.0
Super built-up  Area,Ready To Move,whitefield,2,1317.0,2.0,2.0,52.0,3948.3675018982535,658.5
Built-up  Area,Ready To Move,lakshminarayana pura,2,1195.0,2.0,1.0,75.0,6276.150627615063,597.5
Super built-up  Area,18-Nov,whitefield,4,2858.0,4.0,0.0,137.0,4793.561931420574,714.5
Super built-up  Area,Ready To Move,kammasandra,2,940.0,2.0,2.0,35.0,3723.404255319149,470.0
Built-up  Area,Ready To Move,budigere,3,1820.0,3.0,2.0,95.5,5247.252747252747,606.6666666666666
Super built-up  Area,Ready To Move,kanakpura road,3,1450.0,3.0,3.0,53.6,3696.551724137931,483.3333333333333
Built-up  Area,Ready To Move,whitefield,3,1615.0,3.0,0.0,96.9,6000.0,538.3333333333334
Built-up  Area,Ready To Move,nagarbhavi,3,2200.0,2.0,3.0,99.0,4500.0,733.3333333333334
Super built-up  Area,Ready To Move,subramanyapura,2,985.0,2.0,1.0,62.5,6345.177664974619,492.5
Built-up  Area,Ready To Move,electronics city phase 1,2,1116.0,2.0,1.0,33.0,2956.989247311828,558.0
Super built-up  Area,Ready To Move,attibele,2,656.0,2.0,1.0,25.0,3810.9756097560976,328.0
Super built-up  Area,Ready To Move,kaggadasapura,2,1105.0,2.0,1.0,39.5,3574.660633484163,552.5
Super built-up  Area,Ready To Move,whitefield,2,1220.0,2.0,1.0,55.0,4508.196721311476,610.0
Built-up  Area,Ready To Move,hoodi,3,1400.0,3.0,2.0,74.0,5285.714285714285,466.6666666666667
Built-up  Area,Ready To Move,uttarahalli,2,1000.0,2.0,1.0,35.0,3500.0,500.0
Super built-up  Area,Ready To Move,bannerghatta road,3,1660.0,3.0,3.0,80.0,4819.277108433735,553.3333333333334
Super built-up  Area,Ready To Move,uttarahalli,3,1330.0,2.0,1.0,57.0,4285.714285714285,443.3333333333333
Super built-up  Area,18-May,old madras road,2,1165.0,2.0,1.0,52.0,4463.519313304721,582.5
Super built-up  Area,Ready To Move,budigere,2,1153.0,2.0,2.0,56.0,4856.895056374675,576.5
Built-up  Area,Ready To Move,bannerghatta road,2,1270.0,2.0,2.0,45.0,3543.3070866141734,635.0
Super built-up  Area,Ready To Move,banashankari stage iii,3,1420.0,2.0,2.0,95.0,6690.140845070423,473.3333333333333
Plot  Area,Ready To Move,kothanur,4,1600.0,5.0,0.0,130.0,8125.0,400.0
Super built-up  Area,19-Jul,bellandur,2,1454.0,2.0,1.0,90.0,6189.821182943604,727.0
Super built-up  Area,Ready To Move,whitefield,2,1116.0,2.0,3.0,48.76,4369.1756272401435,558.0
Super built-up  Area,18-Jul,sarjapur  road,2,1346.0,2.0,1.0,74.03,5500.0,673.0
Super built-up  Area,19-Dec,jp nagar,2,1405.0,2.0,1.0,99.0,7046.26334519573,702.5
Built-up  Area,Ready To Move,doddathoguru,2,1100.0,2.0,2.0,50.0,4545.454545454545,550.0
Plot  Area,Ready To Move,chikka tirupathi,3,2153.0,4.0,3.0,120.0,5573.61820715281,717.6666666666666
Super built-up  Area,Ready To Move,ulsoor,3,2135.0,3.0,2.0,170.0,7962.529274004683,711.6666666666666
Super built-up  Area,Ready To Move,uttarahalli,2,1125.0,2.0,1.0,47.0,4177.777777777777,562.5
Super built-up  Area,Ready To Move,2nd phase judicial layout,3,1350.0,2.0,2.0,47.25,3500.0,450.0
Built-up  Area,Ready To Move,pai layout,2,1068.0,2.0,3.0,48.0,4494.38202247191,534.0
Super built-up  Area,Ready To Move,doddathoguru,2,940.0,2.0,1.0,32.9,3500.0,470.0
Super built-up  Area,18-May,hosa road,2,1063.0,2.0,1.0,32.79,3084.6660395108183,531.5
Super built-up  Area,Ready To Move,brookefield,2,1382.0,2.0,2.0,84.5,6114.3270622286545,691.0
Super built-up  Area,Ready To Move,harlur,2,936.0,2.0,1.0,45.0,4807.692307692308,468.0
Super built-up  Area,Ready To Move,kr puram,3,1400.0,2.0,3.0,60.0,4285.714285714285,466.6666666666667
Super built-up  Area,20-Aug,sarjapur  road,1,475.0,1.0,1.0,26.0,5473.684210526316,475.0
Super built-up  Area,Ready To Move,kudlu,2,1162.0,2.0,1.0,52.0,4475.043029259897,581.0
Super built-up  Area,18-Dec,hosa road,2,1161.0,2.0,1.0,48.75,4198.966408268734,580.5
Super built-up  Area,Ready To Move,green glen layout,3,1623.29,2.0,2.0,105.0,6468.345150897252,541.0966666666667
Super built-up  Area,Ready To Move,brookefield,2,1260.0,2.0,1.0,70.0,5555.555555555556,630.0
Plot  Area,Ready To Move,billekahalli,4,1672.0,3.0,2.0,190.0,11363.636363636364,418.0
Plot  Area,Ready To Move,seegehalli,3,3000.0,4.0,2.0,240.0,8000.0,1000.0
Super built-up  Area,Ready To Move,murugeshpalya,3,1500.0,2.0,0.0,70.0,4666.666666666667,500.0
Super built-up  Area,20-Jun,budigere,1,705.0,1.0,0.0,34.545,4900.0,705.0
Plot  Area,Ready To Move,electronic city,3,1200.0,3.0,2.0,150.0,12500.0,400.0
Super built-up  Area,Ready To Move,nagarbhavi,2,1100.0,2.0,2.0,46.2,4200.0,550.0
Super built-up  Area,Ready To Move,whitefield,3,1400.0,2.0,3.0,56.0,4000.0,466.6666666666667
Super built-up  Area,Ready To Move,ramagondanahalli,3,2257.0,3.0,2.0,155.0,6867.523260965884,752.3333333333334
Super built-up  Area,Ready To Move,budigere,2,1153.0,2.0,2.0,56.5,4900.260190806592,576.5
Super built-up  Area,Ready To Move,sarjapur  road,2,1197.0,2.0,1.0,56.86,4750.208855472013,598.5
Super built-up  Area,21-Jul,hoodi,3,1837.0,3.0,1.0,110.0,5988.023952095808,612.3333333333334
Super built-up  Area,Ready To Move,bellandur,3,1830.0,3.0,3.0,91.86,5019.672131147541,610.0
Super built-up  Area,Ready To Move,green glen layout,3,1715.0,3.0,3.0,115.0,6705.539358600583,571.6666666666666
Super built-up  Area,Ready To Move,electronic city,2,970.0,2.0,1.0,35.0,3608.2474226804125,485.0
Plot  Area,Ready To Move,hebbal kempapura,4,1200.0,3.0,2.0,148.0,12333.333333333334,300.0
Built-up  Area,Ready To Move,nri layout,4,2700.0,5.0,1.0,95.75,3546.296296296296,675.0
Built-up  Area,Ready To Move,vidyaranyapura,4,2400.0,5.0,1.0,135.0,5625.0,600.0
Super built-up  Area,Ready To Move,sarjapur  road,4,3040.0,4.0,2.0,135.0,4440.789473684211,760.0
Super built-up  Area,18-Jul,raja rajeshwari nagar,2,1168.0,2.0,1.0,66.0,5650.684931506849,584.0
Super built-up  Area,Ready To Move,begur road,2,1160.0,2.0,2.0,36.54,3150.0,580.0
Plot  Area,Ready To Move,kumaraswami layout,2,600.0,2.0,1.0,72.0,12000.0,300.0
Super built-up  Area,18-Dec,itpl,2,850.0,2.0,1.0,25.4,2988.235294117647,425.0
Super built-up  Area,Ready To Move,ramamurthy nagar,2,935.0,2.0,2.0,39.0,4171.122994652406,467.5
Super built-up  Area,18-Apr,doddaballapur,1,654.0,1.0,1.0,49.0,7492.354740061162,654.0
Built-up  Area,Ready To Move,domlur,3,1650.0,3.0,1.0,180.0,10909.09090909091,550.0
Super built-up  Area,Ready To Move,kaggalipura,2,950.0,2.0,1.0,60.0,6315.789473684211,475.0
Super built-up  Area,Ready To Move,doddakallasandra,2,1072.0,2.0,1.0,42.87,3999.0671641791046,536.0
Built-up  Area,Ready To Move,uttarahalli,2,1165.0,1.0,0.0,42.09,3612.8755364806866,582.5
Super built-up  Area,Ready To Move,kathriguppe,3,1390.0,2.0,2.0,69.49,4999.2805755395675,463.3333333333333
Built-up  Area,Ready To Move,kalena agrahara,3,1510.0,3.0,2.0,78.0,5165.562913907284,503.3333333333333
Super built-up  Area,Ready To Move,thanisandra,2,1305.0,2.0,2.0,90.0,6896.551724137931,652.5
Built-up  Area,Ready To Move,kodigehaali,2,866.0,2.0,2.0,32.0,3695.150115473441,433.0
Super built-up  Area,Ready To Move,hulimavu,2,1231.0,2.0,1.0,84.5,6864.337936636881,615.5
Super built-up  Area,Ready To Move,sompura,3,1360.0,2.0,3.0,45.0,3308.823529411765,453.3333333333333
Super built-up  Area,Ready To Move,yeshwanthpur,3,2500.0,3.0,3.0,138.0,5520.0,833.3333333333334
Super built-up  Area,Ready To Move,whitefield,2,1140.0,2.0,3.0,55.0,4824.561403508772,570.0
Super built-up  Area,21-Dec,kanakpura road,1,525.0,1.0,1.0,30.0,5714.285714285715,525.0
Super built-up  Area,19-Sep,whitefield,2,1295.0,2.0,1.0,64.5,4980.694980694981,647.5
Super built-up  Area,Ready To Move,hormavu,2,1020.0,2.0,2.0,45.75,4485.294117647059,510.0
Super built-up  Area,18-Dec,old airport road,4,3504.0,4.0,0.0,262.0,7477.16894977169,876.0
Super built-up  Area,Ready To Move,vidyaranyapura,2,1100.0,2.0,1.0,41.0,3727.2727272727275,550.0
Plot  Area,19-Dec,bannerghatta road,4,4723.0,4.0,3.0,500.0,10586.491636671608,1180.75
Super built-up  Area,Ready To Move,kothannur,2,820.0,2.0,2.0,37.0,4512.195121951219,410.0
Plot  Area,Ready To Move,sarjapur,4,3508.0,4.0,1.0,386.0,11003.420752565564,877.0
Super built-up  Area,Ready To Move,kalena agrahara,2,1354.0,2.0,2.0,70.0,5169.8670605613,677.0
Super built-up  Area,Ready To Move,basavangudi,4,2453.0,3.0,2.0,250.0,10191.602119853242,613.25
Super built-up  Area,Ready To Move,garudachar palya,2,1154.0,2.0,1.0,51.8,4488.734835355286,577.0
Super built-up  Area,Ready To Move,7th phase jp nagar,3,1680.0,2.0,3.0,92.0,5476.190476190476,560.0
Super built-up  Area,18-May,electronics city phase 1,2,1205.0,2.0,2.0,60.0,4979.253112033195,602.5
Built-up  Area,Ready To Move,raja rajeshwari nagar,3,1400.0,2.0,2.0,86.0,6142.857142857143,466.6666666666667
Built-up  Area,Ready To Move,electronic city,3,1500.0,3.0,1.0,73.0,4866.666666666667,500.0
Super built-up  Area,Ready To Move,bannerghatta road,3,1520.0,2.0,3.0,80.0,5263.1578947368425,506.6666666666667
Super built-up  Area,18-Apr,kadugodi,3,1762.0,3.0,3.0,109.0,6186.152099886493,587.3333333333334
Super built-up  Area,Ready To Move,budigere,2,1153.0,2.0,2.0,58.0,5030.3555941023415,576.5
Super built-up  Area,Ready To Move,yelahanka,4,2650.0,4.0,1.0,223.0,8415.094339622641,662.5
Super built-up  Area,Ready To Move,sompura,3,1350.0,2.0,2.0,47.0,3481.4814814814813,450.0
Super built-up  Area,Ready To Move,billekahalli,2,950.0,2.0,2.0,56.0,5894.736842105263,475.0
Super built-up  Area,Ready To Move,jakkur,3,3295.0,3.0,3.0,310.0,9408.194233687405,1098.3333333333333
Super built-up  Area,Ready To Move,neeladri nagar,2,1100.0,2.0,2.0,30.0,2727.2727272727275,550.0
Built-up  Area,Ready To Move,hbr layout,2,1200.0,2.0,0.0,120.0,10000.0,600.0
Super built-up  Area,Ready To Move,5th phase jp nagar,7,2500.0,8.0,3.0,95.0,3800.0,357.14285714285717
Plot  Area,Ready To Move,hoskote,4,1200.0,4.0,2.0,100.0,8333.333333333334,300.0
Super built-up  Area,Ready To Move,yelahanka,3,1355.0,2.0,2.0,51.5,3800.7380073800737,451.6666666666667
Super built-up  Area,18-Apr,8th phase jp nagar,3,1275.0,3.0,2.0,45.0,3529.4117647058824,425.0
Super built-up  Area,19-Sep,padmanabhanagar,3,2051.0,3.0,2.0,170.0,8288.639687957095,683.6666666666666
Super built-up  Area,Ready To Move,btm layout,3,1470.0,2.0,2.0,99.0,6734.693877551021,490.0
Built-up  Area,Ready To Move,bannerghatta road,3,1270.0,2.0,1.0,73.0,5748.031496062992,423.3333333333333
Super built-up  Area,18-Jul,bhoganhalli,4,2119.0,4.0,2.0,111.0,5238.319962246343,529.75
Super built-up  Area,Ready To Move,hebbal kempapura,3,1600.0,3.0,3.0,170.0,10625.0,533.3333333333334
Super built-up  Area,Ready To Move,kudlu gate,3,1320.0,2.0,2.0,50.0,3787.878787878788,440.0
Super built-up  Area,Ready To Move,whitefield,2,1200.0,2.0,3.0,70.0,5833.333333333333,600.0
Super built-up  Area,Ready To Move,electronic city,2,995.0,2.0,1.0,48.0,4824.120603015075,497.5
Built-up  Area,Ready To Move,horamavu banaswadi,2,1081.0,2.0,1.0,52.0,4810.360777058279,540.5
Super built-up  Area,Ready To Move,parappana agrahara,2,1194.0,2.0,2.0,46.0,3852.5963149078725,597.0
Super built-up  Area,18-Dec,sonnenahalli,1,605.0,1.0,1.0,30.24,4998.347107438017,605.0
Built-up  Area,Ready To Move,yelahanka,1,567.0,1.0,1.0,25.0,4409.171075837742,567.0
Super built-up  Area,Ready To Move,rajaji nagar,2,1718.0,3.0,2.0,275.0,16006.9848661234,859.0
Super built-up  Area,20-Dec,banashankari stage vi,3,1410.5,2.0,0.0,70.385,4990.074441687346,470.1666666666667
Super built-up  Area,Ready To Move,green glen layout,3,1715.0,3.0,2.0,105.0,6122.448979591837,571.6666666666666
Plot  Area,Ready To Move,doddaballapur,4,3206.0,5.0,0.0,270.0,8421.70929507174,801.5
Plot  Area,Ready To Move,kundalahalli,4,1500.0,4.0,0.0,235.0,15666.666666666666,375.0
Super built-up  Area,Ready To Move,bannerghatta road,3,1846.0,3.0,2.0,120.0,6500.541711809317,615.3333333333334
Super built-up  Area,Ready To Move,whitefield,2,1015.0,2.0,3.0,56.0,5517.241379310345,507.5
Super built-up  Area,Ready To Move,thanisandra,2,1100.0,2.0,1.0,36.0,3272.7272727272725,550.0
Super built-up  Area,Ready To Move,thanisandra,3,1965.0,4.0,2.0,125.0,6361.323155216285,655.0
Super built-up  Area,Ready To Move,ngr layout,2,1021.0,2.0,2.0,45.9,4495.592556317336,510.5
Super built-up  Area,18-Apr,haralur road,2,1230.0,2.0,1.0,67.65,5500.000000000001,615.0
Super built-up  Area,Ready To Move,uttarahalli,2,1260.0,2.0,2.0,55.0,4365.079365079365,630.0
Super built-up  Area,Ready To Move,lingadheeranahalli,3,1894.0,4.0,1.0,114.0,6019.007391763464,631.3333333333334
Super built-up  Area,20-Jun,jakkur,3,1950.0,3.0,2.0,131.0,6717.948717948718,650.0
Super built-up  Area,Ready To Move,sector 2 hsr layout,2,1231.0,2.0,3.0,66.0,5361.494719740049,615.5
Super built-up  Area,Ready To Move,mahadevpura,2,1236.0,2.0,1.0,58.0,4692.556634304207,618.0
Built-up  Area,Ready To Move,r.t. nagar,4,1800.0,3.0,0.0,120.0,6666.666666666667,450.0
Super built-up  Area,Ready To Move,begur,3,1443.0,2.0,2.0,70.0,4851.004851004851,481.0
Super built-up  Area,18-Sep,chandapura,3,1305.0,3.0,1.0,33.28,2550.191570881226,435.0
Super built-up  Area,Ready To Move,uttarahalli,2,1284.0,2.0,2.0,53.36,4155.763239875389,642.0
Built-up  Area,Ready To Move,chikkalasandra,2,1325.0,2.0,1.0,59.0,4452.830188679245,662.5
Super built-up  Area,18-Jun,kudlu gate,2,1183.0,2.0,1.0,79.54,6723.584108199494,591.5
Super built-up  Area,Ready To Move,electronic city,2,1342.0,2.0,1.0,90.0,6706.408345752608,671.0
Super built-up  Area,Ready To Move,brookefield,2,1206.0,2.0,0.0,90.0,7462.686567164179,603.0
Super built-up  Area,19-Mar,hebbal,4,2790.0,4.0,3.0,198.0,7096.774193548387,697.5
Super built-up  Area,18-Mar,hebbal,2,1162.0,2.0,1.0,59.0,5077.452667814114,581.0
Super built-up  Area,Ready To Move,parappana agrahara,2,1194.0,2.0,2.0,46.0,3852.5963149078725,597.0
Built-up  Area,Ready To Move,sarjapur  road,3,1857.0,4.0,3.0,155.0,8346.795907377491,619.0
Super built-up  Area,Ready To Move,rajaji nagar,2,1763.0,3.0,2.0,240.0,13613.159387407828,881.5
Super built-up  Area,Ready To Move,uttarahalli,2,1150.0,2.0,1.0,45.99,3999.1304347826085,575.0
Super built-up  Area,Ready To Move,chikkalasandra,2,1290.0,2.0,2.0,72.0,5581.395348837209,645.0
Built-up  Area,Ready To Move,thubarahalli,4,3408.0,5.0,0.0,145.0,4254.694835680752,852.0
Built-up  Area,Ready To Move,hbr layout,2,900.0,2.0,1.0,145.0,16111.111111111111,450.0
Built-up  Area,Ready To Move,sanjay nagar,2,1150.0,2.0,0.0,70.0,6086.95652173913,575.0
Plot  Area,Ready To Move,banashankari,3,1040.0,2.0,1.0,109.0,10480.76923076923,346.6666666666667
Super built-up  Area,Ready To Move,yeshwanthpur,2,1160.0,2.0,2.0,64.08,5524.137931034483,580.0
